Kundennummer,Produktname,Produkt-ID,Eröffnungsdatum
K00510,Konsumkredit,239fd6aa-d18a-4b4a-addc-194546042fe4,2022-12-13
K00510,Immobilienfinanzierung,23b84d0a-2112-47bd-a5e4-f85bc68daa05,2024-04-02
K00511,Kreditkarte,fb908bf6-6b70-4ea2-8df1-0de8b338e5fb,2019-03-02
K00511,Debitkarte,94500fd9-da85-4790-81a6-9df0e40770c1,2015-10-28
K00511,Konsumkredit,66d686e4-c6f2-4d18-8b0d-d80a696965aa,2017-06-25
K00512,Debitkarte,95b8cec4-98e5-4a64-a3da-3bcf960d361b,2023-03-29
K00512,Sparbuch,08268eb8-3163-40c3-9897-7c9c280bc3ee,2015-11-19
K00512,Immobilienfinanzierung,a9f85b04-4169-4499-a479-27323a858d72,2015-06-11
K00512,Konsumkredit,326faccb-ed3f-4090-8d5c-2cdf8d4da976,2020-01-26
K00512,Kreditkarte,1a7d5c80-5254-4398-9386-91e03e5893aa,2021-11-27
K00513,Immobilienfinanzierung,dda779c2-3e7d-4d3c-92dc-4b1e86093cc2,2021-08-31
K00513,Girokonto,62b66a2b-b5e1-4e1c-9e3d-d753ee37a1d9,2020-04-18
K00513,Wertpapierdepot,ae975ab4-5ce6-4b91-9a3e-678ac984648c,2023-06-12
K00513,Sparbuch,65d7db05-5eb8-4506-a6c1-55633e624ea7,2016-02-02
K00514,Wertpapierdepot,f5edd70c-1676-4420-94cc-c84f83e35a74,2016-03-20
K00514,Sparbuch,0d1c6c21-7cf8-43b3-bdc2-658b511a2a88,2017-12-11
K00514,Debitkarte,0c12c10a-d966-4a9c-aab5-27716332f542,2024-08-13
K00514,Girokonto,3668fd2c-11c3-452b-be7b-814f91a812d1,2024-09-20
K00514,Immobilienfinanzierung,e54aebc3-b27c-40a9-bb61-e2f1bb1bfeb9,2022-04-23
K00515,Kreditkarte,d9e03efc-a955-4e25-81ba-58891d7f97e4,2024-08-25
K00515,Sparbuch,270cfd11-ec8a-4bcd-8809-69de7f1b4d99,2016-01-29
K00515,Konsumkredit,938a5aac-647d-4cee-a902-839c92aba596,2016-12-14
K00515,Immobilienfinanzierung,e352bb3f-1c0f-4670-bbc9-ca5229fa9567,2021-08-23
K00516,Debitkarte,f159be28-4462-4e2e-8c44-8835356a5e74,2018-09-11
K00517,Kreditkarte,a0416ce4-d820-42d5-9d8d-1f9e747c5338,2019-01-04
K00517,Konsumkredit,0c3fb19c-c9c9-4344-beca-a4efad93c216,2021-12-17
K00517,Sparbuch,e16da11d-87e0-4df5-96bb-8f4dc920ccd6,2022-09-05
K00517,Immobilienfinanzierung,e8689810-f8ee-4281-a596-d914c55688d9,2017-03-18
K00518,Immobilienfinanzierung,7d3f394c-f962-4e05-aea6-a2593fd8f1c4,2016-02-09
K00518,Kreditkarte,e9664d77-d007-4e0d-bd43-159f68f9e21a,2022-10-31
K00519,Kreditkarte,cb0191fe-a45e-4ea5-a7d2-8f9cfcd9db7d,2021-11-12
K00519,Konsumkredit,e3692fe4-76be-449a-9f8c-afc2c86545dc,2025-02-14
K00520,Girokonto,c7f2c8c5-88a3-47cf-812f-61b3191a40f7,2018-01-29
K00520,Konsumkredit,ac00c9b0-6ab6-4fbf-86a3-85edfa5f5550,2017-06-15
K00520,Wertpapierdepot,850af318-2072-4d84-b4e4-6587a14beab4,2015-04-30
K00520,Kreditkarte,550a26c1-c1ee-4ac5-9646-370549759e2b,2020-04-22
K00521,Konsumkredit,fe95737a-4bc3-4b11-9ba5-a6847368ed77,2021-12-08
K00521,Wertpapierdepot,3eb78cb5-3358-4baf-b641-53137b37ac0a,2015-09-29
K00521,Kreditkarte,4c1a9779-d0ae-49d8-b59a-8147837eb682,2018-01-17
K00521,Debitkarte,746bbb08-30de-4153-86da-e87dfaebfea0,2020-12-03
K00521,Immobilienfinanzierung,a9aefacb-fc05-4b14-b608-934b0703982e,2016-09-07
K00522,Debitkarte,40cb7377-08e0-4e08-9443-edb9e03007a0,2024-08-28
K00523,Kreditkarte,0a9c0c79-1578-40ac-8117-c830044a0c20,2024-03-05
K00523,Wertpapierdepot,8c332205-2793-47b7-90b6-103dc970f753,2015-05-02
K00523,Debitkarte,344f23f1-eb6f-41c6-bc83-8e759947a0ae,2016-03-20
K00524,Girokonto,20f77de5-ab1b-4044-8e81-a5b26469c377,2023-12-07
K00525,Kreditkarte,b97ff51e-972b-4b16-b289-aa3581919d4e,2017-12-10
K00525,Debitkarte,8a4d130d-665a-48cc-9001-fd045fb5d5c7,2024-10-13
K00526,Sparbuch,e5ab726c-0eab-4ac3-925e-a27d4651a35a,2024-04-11
K00526,Kreditkarte,24daeba4-f530-4f4a-bee5-2121d5f08469,2021-06-17
K00526,Wertpapierdepot,c4ec7d3d-687c-4d6e-8c06-919e235d877e,2022-11-13
K00527,Wertpapierdepot,988e2ddc-17b2-496a-a593-7ae3e6fb0863,2021-01-22
K00528,Debitkarte,e54ab2e4-642b-4a4c-bc2f-bb20451f9440,2024-08-31
K00528,Immobilienfinanzierung,152a5908-9ea1-475f-855b-405fa882f9d9,2022-08-17
K00528,Konsumkredit,fce94861-5aec-481f-9978-fdaaf769b63b,2023-01-27
K00528,Girokonto,41b2ea0c-cf26-4680-aa38-e28a62d3c64f,2023-05-18
K00529,Girokonto,9cf31fea-5c43-4142-a7ba-de2931a43fb0,2020-08-03
K00530,Sparbuch,f682db75-636c-4310-8518-0b7088fd4bf4,2017-03-04
K00530,Wertpapierdepot,77fbb120-bfd2-4266-898c-a8885b11e89f,2024-05-22
K00530,Kreditkarte,56b73d45-5d33-42e2-b281-cea2bbf1791e,2024-06-02
K00531,Wertpapierdepot,8df8e22b-c00b-44d5-8670-ccfedcd4b810,2022-08-30
K00531,Kreditkarte,38c0ba77-d0ea-4a4d-bb94-60ac7b1aa22f,2017-05-17
K00531,Debitkarte,c8263d32-05d5-46ea-933b-43a1e090388c,2020-07-18
K00531,Sparbuch,5126c3f1-c875-4d93-8ff5-27b295a5894a,2022-04-15
K00531,Konsumkredit,1b0fe2ff-078c-45e8-97f7-78401144ce0a,2023-01-22
K00532,Konsumkredit,02d5a2c0-2c00-4cb8-916a-14188172249b,2021-12-07
K00532,Debitkarte,8c2b82e9-9e80-404f-982f-1313f7e5e468,2018-06-09
K00532,Wertpapierdepot,1520e8ea-9489-45ae-8687-4de97513ecfa,2015-07-27
K00533,Sparbuch,dcb994c6-a930-4ee4-a165-367458c49b1f,2023-07-07
K00533,Immobilienfinanzierung,80860d21-7c94-43c6-b06d-f620b821cf53,2021-07-17
K00533,Girokonto,ae36214e-d182-4485-b069-b5fb378fd8ca,2024-10-12
K00533,Konsumkredit,91c2ac20-0735-4f00-9fe1-9c916ced0177,2019-02-02
K00533,Wertpapierdepot,630d11b4-57ad-4c79-b13a-119767408dce,2019-09-12
K00534,Konsumkredit,2318de77-20d2-4ec6-a7e4-dd381f9d1191,2023-12-19
K00534,Girokonto,fef10ec2-f1b8-4993-a9be-d363ff313de5,2024-12-04
K00534,Kreditkarte,98d6ad97-ec0b-4718-a683-2b33c3c471ee,2020-04-25
K00535,Immobilienfinanzierung,b05d355f-6190-4b28-8b1f-2a0bd5af5b18,2021-08-07
K00535,Debitkarte,73636aab-1750-4114-869d-9fec0b5d4fba,2016-07-25
K00536,Konsumkredit,98d8ed9a-d200-4a47-9fcc-ee469a0444cb,2024-06-28
K00536,Sparbuch,15a624ac-9d5e-4561-9631-14e1abc0ae33,2017-05-07
K00536,Wertpapierdepot,5acab508-8de5-4c03-998d-ecd9d3a67317,2021-03-06
K00537,Immobilienfinanzierung,2439390a-37d9-4585-af0f-cdf67474e5a2,2023-09-14
K00537,Konsumkredit,c5cd88f3-bbe4-41ea-a42f-5c45ea12f48d,2017-09-07
K00537,Girokonto,ce210b60-98cf-42db-aa97-4d402227ce03,2025-03-20
K00537,Kreditkarte,27c76264-ca41-49cd-94c6-2a5aac4a0557,2022-03-25
K00538,Immobilienfinanzierung,e1253389-623d-4e55-b14f-b9a0e03201d1,2017-02-27
K00538,Girokonto,67f91b70-f4ee-482f-97d8-2a24371dfc63,2024-03-15
K00538,Debitkarte,c3160911-69dc-4091-82ef-45c38eee02dd,2023-12-18
K00538,Kreditkarte,0f79d64f-edcf-49aa-9948-f46e35ae2f92,2018-08-25
K00539,Girokonto,7565ff38-fbe9-401b-8324-078edaac538a,2017-06-06
K00540,Kreditkarte,a1f5631e-ffaa-4ea9-87dc-8e2696656854,2018-09-18
K00540,Girokonto,8a1bcbfc-c4be-4475-91ce-8e1f4c6811c6,2021-04-10
K00540,Sparbuch,5fbab3a9-0b05-4045-bd7a-edc8cad13348,2023-12-14
K00541,Wertpapierdepot,2321a3fd-6785-4185-bdfd-19ed715ff7f6,2017-11-11
K00541,Sparbuch,61e3b193-265d-415c-b5f2-462bc0da39ec,2021-09-17
K00542,Sparbuch,61e8747c-a60b-45f8-a9ee-a403b4f5943f,2020-10-07
K00542,Immobilienfinanzierung,a1f55473-cbbb-426d-a264-21a0a1784583,2017-08-06
K00542,Wertpapierdepot,2da26ffa-635e-4cac-8718-27ec21e34999,2024-04-27
K00542,Konsumkredit,66e5bc1e-8daf-4578-a2e2-72cf343f80e1,2016-12-09
K00542,Debitkarte,1916212c-5014-4278-96f9-e079ee050a56,2018-03-11
K00543,Debitkarte,cedca4fc-822a-41cd-8819-82b11ec375ac,2023-05-02
K00543,Konsumkredit,b645b826-20fe-46be-b6ff-edafd0f84889,2024-09-17
K00544,Sparbuch,adeec15b-9318-46e4-a1ad-088651130482,2018-03-31
K00544,Kreditkarte,4d804864-dfda-48e9-b748-94ceeb68b751,2023-01-17
K00545,Konsumkredit,7bef6534-037c-4e53-a71a-e2ad2e5b0b10,2024-08-22
K00545,Girokonto,15414d5a-c390-4113-80eb-ee76326e4c07,2017-07-26
K00545,Wertpapierdepot,e3abc3af-9e27-48ae-b17c-8cd7b86c028b,2023-12-26
K00545,Sparbuch,f472a735-5988-42f1-a01f-51ff3e4955b7,2016-02-08
K00546,Wertpapierdepot,f397387b-4b9b-4a6b-9be4-7fb424d7a5b8,2022-04-28
K00546,Konsumkredit,15b08bb2-349b-4486-b7f0-a9517e06a759,2022-02-05
K00546,Kreditkarte,860fa8d9-f0e6-4155-897e-e63ec893cd62,2022-07-08
K00546,Girokonto,855ad97f-156a-43f4-974e-8e626c509e3e,2023-01-09
K00547,Sparbuch,7a93510c-4a6b-4656-aacd-ab8824d1189a,2019-06-16
K00547,Immobilienfinanzierung,a350d287-9737-4d81-8a29-90ca20ab25f6,2020-09-12
K00548,Wertpapierdepot,1e8d7485-b468-48e9-985f-02b54758fedc,2021-02-21
K00549,Debitkarte,46af71ac-081b-4ea8-8517-5d3a57e4dab4,2018-06-21
K00550,Sparbuch,a0e60ca4-1313-46d8-ba5c-b70cab8652e6,2016-09-13
K00550,Immobilienfinanzierung,489f8e36-94b0-4a71-879c-c4d2787e2aae,2025-03-12
K00550,Kreditkarte,cf2300be-d81a-41c4-8f0c-b0bf90c0837a,2019-03-11
K00550,Debitkarte,a9b0bfcb-6da9-47c1-972a-1eb5dc3cf804,2020-05-29
K00550,Konsumkredit,074623dd-6128-41a3-a539-e504b20256e3,2022-08-09
K00551,Immobilienfinanzierung,e804508a-4d47-4f2b-8d69-d6525bb31ca2,2016-12-30
K00552,Wertpapierdepot,7fbc155e-e106-4fef-bd04-8f7fbaaed311,2018-04-29
K00552,Kreditkarte,d94f0556-699f-43cc-b0f2-c4e27bb4e542,2023-10-20
K00552,Immobilienfinanzierung,1e5c020c-e24a-40f4-9fa7-cf567c985693,2024-12-12
K00552,Konsumkredit,d7c1c2b5-cd97-4da6-aa35-ed51eaf10238,2015-10-16
K00553,Konsumkredit,e1d15e1d-1b67-4b3c-a199-669d212e0e90,2017-04-20
K00553,Wertpapierdepot,b211f864-e0b6-435a-93fd-c0a0105f0a98,2017-01-17
K00553,Girokonto,df2a9371-aa0e-4367-99fa-48443b68e869,2022-07-02
K00553,Immobilienfinanzierung,97dad79e-85c0-4a7d-99f7-ec50295e1f6e,2022-10-22
K00553,Sparbuch,8f0da2f6-163e-4a18-8b36-28225d25a4db,2015-12-16
K00554,Wertpapierdepot,b6c6670e-7d01-4c60-9820-9387d98464ab,2020-05-21
K00554,Sparbuch,59108f31-ffc7-449d-b5bf-6f030a6797bb,2015-04-22
K00554,Immobilienfinanzierung,ca41226b-41e0-4892-8067-61552beb52f0,2023-10-30
K00554,Girokonto,559a9b35-70cf-451b-8c1c-823d8e05bf60,2021-03-17
K00555,Immobilienfinanzierung,c4f3be2d-287f-4413-9bbc-a4375d40da8b,2018-04-22
K00555,Girokonto,405043de-47f5-4e6f-85bb-7e5f42f4386f,2020-09-27
K00556,Immobilienfinanzierung,e0c94809-08f8-467e-a451-24077aef885e,2018-11-18
K00556,Girokonto,809b84d0-a24c-4dc8-9ac4-c341480b2512,2019-05-29
K00557,Immobilienfinanzierung,d9ba83a4-14ba-4bb6-8985-d2c39fa0769b,2016-07-15
K00557,Kreditkarte,63428c5a-992d-4644-ae9a-41c78f42622b,2016-01-19
K00558,Wertpapierdepot,76a94547-432b-4ffa-9dcb-d654ac9ef2e0,2018-12-24
K00558,Konsumkredit,ae87191c-b570-4049-b79f-fa2f61a5585a,2020-02-22
K00559,Wertpapierdepot,3730f167-689d-4331-8fd5-9cc3a59c836f,2021-10-03
K00559,Sparbuch,b6ab253f-b9ff-45c4-beb7-8f19eedd97dd,2024-06-24
K00559,Debitkarte,cbed9cd7-944b-44c7-a111-af5aa6fb0929,2022-08-29
K00559,Konsumkredit,4a67bd52-1a79-460f-a342-8a964b1e3496,2018-09-22
K00560,Sparbuch,69c64fd6-98f5-413d-b7d5-6b0f2e4e58a0,2017-04-21
K00560,Konsumkredit,e2b5c953-a584-4e0a-9dec-a0f7cdc298de,2015-09-08
K00560,Wertpapierdepot,2eb5ef94-1c90-4358-8a56-cce3a7267699,2024-11-27
K00560,Debitkarte,13bf94a0-7391-42bd-bcee-4108f71331b5,2022-05-02
K00561,Sparbuch,621a0687-5db7-4c60-8c27-7a8cf6d32d00,2019-01-11
K00561,Konsumkredit,a1f88234-1d79-4e00-aad7-cd3c661f7cbf,2025-02-11
K00561,Immobilienfinanzierung,6c9ab67c-0979-4935-b777-afab4c317c73,2022-07-22
K00561,Debitkarte,95d5ed94-f59f-41ec-843c-bcd48e2febfe,2023-09-16
K00561,Girokonto,69e80624-2006-48ce-94e9-d539e040c60f,2022-02-11
K00562,Debitkarte,51204d1a-4338-4a51-94a1-a0efd486f5bd,2019-06-22
K00562,Konsumkredit,f695790f-af27-4f67-b827-7408a9faabd6,2021-04-12
K00562,Wertpapierdepot,8d838d00-dd6b-42c8-a6f7-98dea5ddf33a,2015-12-28
K00563,Debitkarte,d2aaa3fe-1f08-4d33-a5a4-899e9f8f49de,2023-08-04
K00564,Girokonto,32c5fb8a-fe1d-4b44-a769-35355acb0ba2,2017-10-19
K00564,Konsumkredit,dab03de9-7a79-4d5a-8f9f-f6284fb1aff2,2016-04-17
K00564,Sparbuch,d7905f1f-aa49-4789-a5de-5ade7923e396,2017-05-22
K00565,Debitkarte,7d221ef6-1561-4cd7-bd9d-8b513616f451,2017-04-30
K00565,Konsumkredit,1d832039-fd3e-4240-bfce-6f85909b7e5b,2016-03-18
K00566,Wertpapierdepot,67c61071-ef45-4fcc-aca7-3448d9145158,2021-01-06
K00566,Kreditkarte,e7efb893-dd31-4e06-90f0-555dcadfae22,2020-09-04
K00566,Konsumkredit,fec5eee6-a912-40bf-a770-47f2ef453620,2022-08-11
K00566,Debitkarte,026e01f0-71ea-4c1b-aaad-c786d97ef767,2016-09-24
K00566,Immobilienfinanzierung,5d6ff396-05fc-44fb-99f7-77ab142287a8,2017-05-04
K00567,Konsumkredit,2b5db7da-f897-49c3-a12c-6ae0d15ff031,2022-07-09
K00567,Kreditkarte,6cfff70c-0fd9-4745-9e01-6b26b65dce10,2023-01-01
K00567,Debitkarte,e2304e0d-49a0-456f-87c5-392a8ee8b489,2020-03-21
K00567,Wertpapierdepot,1159775e-9c6c-4135-b91a-1b819d3dacab,2023-03-09
K00568,Girokonto,6ed505b4-2610-405f-9054-04606f78cd5f,2021-04-14
K00568,Wertpapierdepot,7c72134d-1bed-4a73-8dc0-e1ebeacc839a,2019-09-25
K00569,Debitkarte,9579bc85-c36e-4654-a573-f325ca2f6124,2023-12-14
K00570,Immobilienfinanzierung,f76dd795-bf16-488e-8b5b-d313421c6445,2015-07-14
K00570,Girokonto,9f863432-d716-4c0f-a644-3e56e3940996,2015-12-14
K00571,Sparbuch,803ead45-dc79-465d-9d74-b64ee8972ebf,2016-02-13
K00571,Wertpapierdepot,a3ce80d7-1adb-4bc8-a0a7-472f2816e195,2022-10-17
K00571,Immobilienfinanzierung,0c5307a1-2001-4ddd-af3e-a6cc1a879079,2016-04-22
K00572,Debitkarte,ddfc2a0e-4cf4-4045-9ee4-58b49e4491d8,2019-08-12
K00572,Konsumkredit,76be8220-9eb5-443b-8067-d2d655521724,2024-01-25
K00573,Kreditkarte,c4cfceca-ceda-4e3b-8d2b-6b2e8d8c5c4c,2020-05-14
K00573,Konsumkredit,35fc8cf5-6afa-4a6e-aecf-619c3d668e52,2016-01-06
K00573,Wertpapierdepot,65bf5b04-745c-438c-ae2b-78bef1020fc7,2020-08-15
K00573,Girokonto,081359aa-f224-46cb-96b9-8ff1ff1967b9,2023-06-16
K00573,Immobilienfinanzierung,027dd26d-f6d2-4ae8-ae5d-a79aff8460bf,2021-04-03
K00574,Immobilienfinanzierung,87de867d-6f4b-4b42-aeee-990c1ded0d2e,2022-09-26
K00575,Debitkarte,ef7ac194-b4d9-45a8-8109-2cc97019cb1f,2016-08-24
K00575,Immobilienfinanzierung,f18faff7-a453-474a-b95e-18a6f628701d,2019-01-07
K00575,Wertpapierdepot,fa94164a-26ed-4bd4-86dd-d844f6ed43a6,2021-04-13
K00575,Girokonto,f759255b-f622-4823-af10-1cbf220ca690,2023-10-07
K00575,Kreditkarte,c8dc2186-13b2-4ac6-b932-cd31ef67143d,2015-10-28
K00576,Wertpapierdepot,219f5dd0-1e6f-4da3-8ed4-4b845018e199,2024-07-16
K00576,Sparbuch,28765d53-f49b-4c61-9dab-ae68a85a5bce,2021-02-02
K00576,Konsumkredit,32d89177-0a39-41fb-b1ff-717e5d32a244,2016-12-02
K00576,Girokonto,75069d89-8e64-4605-9c3c-824cd252f0f1,2017-05-18
K00577,Immobilienfinanzierung,7f51a2a8-69ea-4139-867e-8442fcdb3081,2017-06-27
K00577,Girokonto,a8648085-f6a1-422e-a1cc-f0b67bca66aa,2023-11-30
K00578,Immobilienfinanzierung,22965fa7-9533-4a83-8d1e-80276eb7109b,2017-05-29
K00578,Debitkarte,80aa86f1-70c5-4281-a572-ba143eb9ebaa,2015-04-24
K00578,Girokonto,06d07a8a-4046-4f32-a675-0ee44e0d083d,2020-09-24
K00578,Konsumkredit,da14060e-d5a2-46a0-abac-cc29d5012a86,2016-03-04
K00579,Debitkarte,9a06224b-e060-4eda-92c6-f4d4be6f2889,2022-07-02
K00580,Sparbuch,b8f11b47-77e2-48d0-ba57-61eae46aef23,2018-03-11
K00580,Kreditkarte,51c541a6-51a2-4639-af52-5811795a18c4,2015-09-18
K00581,Kreditkarte,0d642c4e-14af-45ab-87ba-62b11f8e9ba9,2015-05-14
K00581,Immobilienfinanzierung,f34ccdf2-0985-4a66-8ff5-4b41f39f9b7e,2022-12-14
K00581,Wertpapierdepot,d6e143c8-aed6-4338-9da6-1c30170c6a7a,2021-03-06
K00581,Konsumkredit,36c4d35a-de6c-4ff1-b7ac-e0073eb1a735,2022-10-08
K00581,Girokonto,f96aa135-86b7-48c0-b344-8ce0dc787016,2020-01-28
K00582,Sparbuch,96f18013-51a8-41d8-b714-68b70288317c,2019-07-12
K00582,Debitkarte,226057e2-379e-47bf-a741-5871313f1ba5,2015-06-16
K00582,Kreditkarte,a513e087-d447-444e-8084-cdb89a85c763,2016-06-24
K00582,Girokonto,90b304bd-9933-4334-8602-6ecc2aa78fdc,2020-02-13
K00582,Immobilienfinanzierung,d7317cd1-c567-4d30-b184-ea5dc780073c,2017-07-20
K00583,Wertpapierdepot,2c41104d-f136-4e9c-8b12-0ec0a78d4f80,2018-10-25
K00583,Immobilienfinanzierung,1dbfe37c-6a77-4e4c-a18d-7f296a3c878a,2023-04-08
K00583,Debitkarte,85b6e518-0ab6-4a77-be3e-07aca41c58af,2016-10-26
K00584,Sparbuch,d8f1036e-2e43-46cc-959c-6a215d67c184,2021-11-06
K00584,Immobilienfinanzierung,dfc02417-f08a-4a81-80b5-f1c6226e0f0e,2017-01-08
K00584,Kreditkarte,edbba273-5f84-4405-93bf-9da6ac008354,2015-06-07
K00584,Wertpapierdepot,eec1b00d-8954-4008-b6f5-5bc5b7e1fff3,2021-09-03
K00584,Konsumkredit,fd21e1e5-bfcf-4c67-94f9-586b65923803,2017-03-17
K00585,Debitkarte,75459273-557c-4da7-8049-5557a1d4c5b3,2020-06-01
K00585,Wertpapierdepot,1bce7daa-9ef3-407d-a0fc-3e4541aef641,2016-01-04
K00585,Girokonto,90832db4-9b77-4715-99ae-756e06291bd6,2024-07-10
K00586,Debitkarte,bfe37d47-8ff2-4deb-8354-ed59aef8f181,2018-06-13
K00586,Konsumkredit,1f6e7e95-0b1e-4f94-8d24-1b58c8df4082,2024-04-10
K00587,Immobilienfinanzierung,99623bcb-1731-4f95-8ae9-072a4c000173,2018-12-30
K00588,Kreditkarte,9cf36e0e-bf39-4e97-a616-cd24adbef0c2,2023-05-26
K00588,Sparbuch,b9f68974-6730-49bd-bfbe-399d540dffde,2017-05-01
K00589,Sparbuch,80a2071c-c829-438a-872b-468c12746a3a,2023-04-24
K00589,Kreditkarte,1a2eda39-8be6-4ce8-9853-e6b1c8ed984e,2025-03-06
K00590,Debitkarte,4a7798b5-a010-4052-a884-8b9d8e8174d3,2018-11-19
K00590,Sparbuch,31e766b0-2427-4205-bbaf-00461f3939f9,2019-05-21
K00590,Konsumkredit,11c6f826-9bbd-45c3-8e6b-abeb3fbfb569,2015-08-31
K00591,Sparbuch,39e35503-423a-4dda-846c-6e1c31558bb6,2015-10-03
K00591,Wertpapierdepot,30bc03e3-1de1-4484-9882-65e22a38f0c0,2016-11-09
K00591,Immobilienfinanzierung,d49772f1-4cc2-45cd-8fc8-e9f19430248d,2020-05-04
K00591,Konsumkredit,813b696f-77a9-498d-addf-9682f4f4a731,2019-06-02
K00592,Konsumkredit,b10947d7-779f-46f9-b401-1c704b4a7f6f,2018-08-23
K00592,Girokonto,4c445a28-1bad-41fa-ad8e-44f6c3942952,2023-01-04
K00592,Kreditkarte,e0626c2d-a1a0-47e0-9ca2-d8e772a23642,2021-03-22
K00592,Debitkarte,bc185788-d98f-4eb3-9ec1-d6fe19244d02,2020-01-28
K00593,Kreditkarte,f526c243-76ca-4c17-b4fd-bc56e0e06e40,2020-06-19
K00593,Immobilienfinanzierung,e4b5c851-b238-4f9d-83d8-2f723ae3a199,2020-06-30
K00593,Debitkarte,bb47ecca-596a-4ea9-a06d-c5e2f73897d0,2022-11-24
K00593,Konsumkredit,0c38ff57-c75f-42de-9115-773c8aecae00,2017-05-13
K00593,Sparbuch,41fdfcbc-0b1a-4f15-be1f-6b592a0eed4c,2018-01-08
K00594,Wertpapierdepot,db5f97e7-635a-4e19-b542-53fed1ee9f10,2024-06-08
K00594,Girokonto,c37c4b40-0322-4b94-9033-48766f993ad6,2024-02-03
K00594,Kreditkarte,8262cb84-3482-4891-9f5b-84f12ffc7db9,2023-05-03
K00595,Kreditkarte,db19e102-e938-49c2-8618-d14d96600d88,2019-10-24
K00595,Debitkarte,6085d0ae-4315-4716-adc4-145fd439ae6a,2025-01-13
K00595,Immobilienfinanzierung,d426a6a6-a74f-4f66-89da-6269e8f6af51,2021-01-22
K00595,Girokonto,be3d25ba-4505-4c9a-8a7a-953439b21c27,2022-06-09
K00596,Konsumkredit,86ebaf44-d88f-409f-aa85-797a34f66030,2022-08-25
K00596,Sparbuch,7add5e6f-e218-4b70-9a9a-ce006a73fc45,2019-11-09
K00596,Debitkarte,8cf347b0-eb94-4bac-9df8-0731b3286142,2022-08-25
K00596,Kreditkarte,a89f83c5-a86e-4279-b965-d095b076d9d0,2022-01-28
K00596,Wertpapierdepot,ee8b2279-df3b-45a5-a978-9ec52c12ebc6,2020-01-23
K00597,Immobilienfinanzierung,d10c0003-b841-46f6-b5a1-2989d93583f9,2022-10-28
K00597,Debitkarte,f7598dd6-e5ed-4b22-83f0-ac357ad33a1f,2018-09-05
K00597,Kreditkarte,e22c901c-671f-48fb-8f54-e21c757dfae7,2024-11-15
K00598,Wertpapierdepot,92d8585c-d0c4-4f99-8199-d8ca3c81e99f,2025-02-20
K00598,Sparbuch,372f2fe0-914d-4b03-b91e-8566eabd28c5,2021-08-20
K00598,Debitkarte,d249ed2a-99b2-40ed-bfaa-c64c32f9700e,2017-10-04
K00598,Konsumkredit,a9840d6a-18f0-42b0-993e-30baab2bada6,2025-02-21
K00598,Kreditkarte,b6adf2b2-d0ff-4f26-9261-0ac72e0247e4,2022-06-07
K00599,Girokonto,4a092ece-e0b6-404c-b3cb-8b25e17c4d61,2023-08-19
K00600,Kreditkarte,8ba1f5f5-d95e-42ae-9ea2-1cf348fe4757,2022-05-03
K00601,Girokonto,18a7454b-b087-4400-8592-ae8ddbf64234,2021-02-21
K00601,Debitkarte,e6f4a7fa-9cde-4534-aced-a68375f9c5bf,2017-05-30
K00601,Sparbuch,8d7d3999-eae3-4a8a-89bc-9de57f77d436,2022-09-30
K00601,Konsumkredit,5661239e-e1bc-4fed-8434-504fa2f8e853,2017-09-24
K00602,Girokonto,3e34d9b0-85f6-42cc-8796-51cce0921838,2019-11-15
K00602,Konsumkredit,28f2358a-a9b0-488c-9472-bb90878730ff,2022-07-11
K00602,Sparbuch,1eaea95e-177e-409d-9e83-f086eaee47fc,2024-04-24
K00602,Wertpapierdepot,5c5b0058-999b-4a9f-b290-40fb878a0e20,2024-06-13
K00603,Sparbuch,431cff0c-dfb3-4be3-bcf0-e67fa6481f0c,2021-04-10
K00603,Immobilienfinanzierung,c5f1015a-0e6e-445d-85ed-513626d5e770,2019-11-29
K00603,Girokonto,ac951612-427e-4e88-ac20-45ae6b205eb7,2022-10-22
K00604,Immobilienfinanzierung,6a457764-6650-4b30-85c4-6a89a3df64e0,2016-06-28
K00604,Girokonto,47504ab4-8fcf-4bcf-99c5-f00f75ac51b4,2019-01-22
K00604,Debitkarte,70ddd235-866c-421e-a08b-c4f176c40d0d,2020-03-05
K00605,Girokonto,f9cba5e6-467e-47fe-ab39-84e3b02da722,2024-04-02
K00605,Konsumkredit,421a6a53-7d7a-4cae-a406-189dd7a1a9f4,2021-05-11
K00606,Kreditkarte,23ebb441-8be9-45c3-8eb4-6d6fa1bee82e,2024-07-12
K00606,Debitkarte,6ffc5dc5-879c-4083-9590-1ea49cea9e9a,2020-09-09
K00606,Sparbuch,26db1489-cf69-4d8f-b17a-b7cdaf1f6f56,2017-04-23
K00607,Kreditkarte,bbec3b69-0d47-48d9-a769-52a9c44fea0a,2023-02-03
K00607,Girokonto,95edba5f-bc11-46ac-a41f-c1ce9661d273,2018-03-14
K00607,Debitkarte,bfa297ee-9904-4b00-a74d-32b3eafd8b95,2023-11-05
K00607,Wertpapierdepot,1eaf3042-d93e-4a1a-aa19-e0aecc4421e7,2015-12-21
K00608,Konsumkredit,37b8252d-36ae-48ea-9f46-402bb7f9b2bb,2018-03-31
K00608,Girokonto,e54e9309-49fb-4f97-9816-bd9cfe68de52,2023-10-12
K00609,Wertpapierdepot,fe8c4c48-23a2-49d1-939b-028a4fd78517,2019-08-14
